e911_calls.ai_crisis_classification,e911_calls.audio_duration_seconds,e911_calls.audio_file_name,e911_calls.call_id,e911_calls.call_priority,e911_calls.call_type,e911_calls.caller_age_estimate,e911_calls.caller_gender,e911_calls.caller_number,e911_calls.dispatcher_id,e911_calls.emotion_analysis,e911_calls.geolocation,e911_calls.incident_address,e911_calls.incident_risk_score,e911_calls.incident_type,e911_calls.known_individuals_involved,e911_calls.language_detected,e911_calls.location_type,e911_calls.notes,e911_calls.prior_incidents_last_30_days,e911_calls.repeat_call_location,e911_calls.response_status,e911_calls.response_time_seconds,e911_calls.response_unit_dispatched,e911_calls.suspected_substances,e911_calls.timestamp_received,e911_calls.transcription_keywords,e911_calls.transcription_source,e911_calls.transcription_status
"{""classified_as"":""Substance Abuse"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",144,911-20250502-0364.mp3,911-20250502-0364,Critical,Emergency,26,Female,0585615473,D4519,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":7.5}","{""census_tract"":""18151"",""county"":""Bryn Mawr-Skyway"",""latitude"":47.4943,""longitude"":-122.24092,""state"":""NC""}","6397 Michael Turnpike Apt. 164, South Sue, AZ 87011",5.7,Mental Health Crisis,True,English,School,Organization you practice important gas economic computer bank southern eight stage raise baby throw perhaps recent where follow through friend the play federal stock amount.,5,False,Arrived,1035,Rescue 5,"[""Marijuana""]",2025-05-02T15:58:02Z,"[""care"",""meet"",""drive"",""main"",""lead"",""talk""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",70,911-20250422-0425.mp3,911-20250422-0425,High,Emergency,44,Other,2416518548,D5900,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":5.4}","{""census_tract"":""33464"",""county"":""Martinsburg"",""latitude"":39.45621,""longitude"":-77.96389,""state"":""VA""}","0734 Norton Vista Suite 462, West Juliashire, ND 37651",4.8,Robbery,True,English,Apartment Complex,Able actually claim close message behind north author street expert your direction shake study property hit threat relate effort none really specific explain.,2,False,Arrived,862,Rescue 16,"[""Unknown Pills""]",2025-04-22T05:22:55Z,"[""practice"",""TV"",""main"",""scientist"",""type"",""particular"",""interesting""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.99,""model_version"":""amazon.titan-text-express-v1""}",45,911-20250424-0671.mp3,911-20250424-0671,High,Emergency,73,Male,9549029484,D6960,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":7.8}","{""census_tract"":""35320"",""county"":""Kensington"",""latitude"":40.64621,""longitude"":-73.97069,""state"":""OH""}","45776 Jones Freeway Suite 550, Lake Patricialand, MN 78402",6.7,Domestic Disturbance,False,English,Apartment Complex,Where series series himself address bring sister beautiful PM air him no force discover alone most movement yet just a cause.,1,True,Arrived,353,Rescue 9,"[""Unknown Pills""]",2025-04-24T21:55:15Z,"[""get"",""hundred"",""kitchen"",""could"",""watch"",""nor"",""prepare"",""scientist""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.96,""model_version"":""amazon.titan-text-express-v1""}",150,911-20250422-0915.mp3,911-20250422-0915,Low,Emergency,45,Male,5289328166,D1569,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":6.9}","{""census_tract"":""65944"",""county"":""Kent"",""latitude"":47.38093,""longitude"":-122.23484,""state"":""OH""}","7313 Megan Trafficway, Santanashire, DE 31865",6.0,Robbery,False,English,Residential,East man process artist technology there fly send interest similar book Democrat body college believe form movement create common behavior scene war expert doctor free could exist.,0,True,Arrived,776,Rescue 17,"[""Fentanyl""]",2025-04-22T22:43:43Z,"[""for"",""require"",""soldier"",""major"",""wear"",""son"",""situation"",""general""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",64,911-20250429-0155.mp3,911-20250429-0155,Medium,Emergency,63,Male,6264488694,D6285,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":9.4}","{""census_tract"":""86810"",""county"":""Porterville"",""latitude"":36.06523,""longitude"":-119.01677,""state"":""OH""}","95243 Hale Avenue, Port Travis, CA 91768",9.6,Domestic Disturbance,True,English,Residential,Way late sport control arrive consumer service else total impact phone person than coach fall help everybody garden one long pull beyond article seem.,5,False,Arrived,678,Rescue 11,"[""Unknown Pills""]",2025-04-29T17:07:38Z,"[""individual"",""indicate"",""explain"",""issue"",""computer"",""control"",""care"",""main""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",139,911-20250504-0550.mp3,911-20250504-0550,High,Emergency,28,Male,00167332291248955,D5771,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":6.2}","{""census_tract"":""95989"",""county"":""Huntley"",""latitude"":42.16808,""longitude"":-88.42814,""state"":""TN""}","06239 Case Prairie Suite 264, South Robertside, MD 27544",6.0,Robbery,True,English,Highway,Material term heavy name easy interest person fly thought simple away must admit bring stand deal exactly space for learn can pretty make memory.,3,True,Arrived,831,Rescue 16,"[""Marijuana""]",2025-05-04T06:39:49Z,"[""arrive"",""can"",""responsibility"",""different"",""western"",""office"",""ahead"",""bring""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.99,""model_version"":""amazon.titan-text-express-v1""}",156,911-20250412-0853.mp3,911-20250412-0853,High,Emergency,17,Other,61680680304005,D8883,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":9.7}","{""census_tract"":""72204"",""county"":""Fitchburg"",""latitude"":42.58342,""longitude"":-71.8023,""state"":""NC""}","8013 Lori Harbor Apt. 360, Tristanborough, CT 96887",2.6,Mental Health Crisis,True,English,Highway,Candidate bank raise organization why others successful year perform price own at here assume poor first record can training step within few play skill agent now agree.,0,True,Arrived,871,Rescue 17,"[""Marijuana""]",2025-04-12T07:07:46Z,"[""think"",""build"",""worry"",""entire"",""forward"",""place"",""pretty""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",33,911-20250421-0720.mp3,911-20250421-0720,Medium,Emergency,65,Male,+1536678320316131,D5962,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":7.8}","{""census_tract"":""61694"",""county"":""Vestavia Hills"",""latitude"":33.44872,""longitude"":-86.78777,""state"":""TN""}","3403 Jaime Cove, Lauraville, AK 14316",6.1,Drug Overdose,True,English,Commercial,Develop more really trial popular half create book everybody those thus nor name behind machine employee beautiful fish sound again help international matter suffer dog herself arrive.,3,True,Arrived,150,Rescue 2,"[""Fentanyl""]",2025-04-21T12:44:45Z,"[""huge"",""evidence"",""stand"",""church"",""interest"",""Mrs"",""than""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",180,911-20250425-0318.mp3,911-20250425-0318,High,Emergency,84,Male,6524445446,D7004,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":6.1}","{""census_tract"":""22934"",""county"":""Palm Desert"",""latitude"":33.72255,""longitude"":-116.37697,""state"":""VA""}","517 Shannon Tunnel, North Darlenemouth, SD 78587",9.6,Assault,True,English,Commercial,Nothing international only method choice thought real article year fire official car look ever last case heavy already become rock our security high education environmental toward story.,5,False,Arrived,1032,Rescue 17,"[""Marijuana""]",2025-04-25T16:23:13Z,"[""but"",""Mr"",""whether"",""mention"",""eight"",""much"",""history""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",86,911-20250505-0850.mp3,911-20250505-0850,High,Emergency,59,Female,707167148957925,D6225,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":8.9}","{""census_tract"":""13825"",""county"":""Carlsbad"",""latitude"":32.42067,""longitude"":-104.22884,""state"":""PA""}","235 Carla Centers Apt. 934, East Kimberlybury, MA 35809",2.2,Domestic Disturbance,True,English,Highway,Yeah tax we newspaper step four know site whose late ago lay president window paper step bring best summer top fear during cultural hundred fast.,3,True,Arrived,691,Rescue 15,"[""Alcohol""]",2025-05-05T18:55:31Z,"[""campaign"",""experience"",""strategy"",""stand"",""benefit"",""assume"",""then""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.91,""model_version"":""amazon.titan-text-express-v1""}",99,911-20250510-0722.mp3,911-20250510-0722,Low,Emergency,51,Other,508368168214073,D8919,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":9.0}","{""census_tract"":""42151"",""county"":""Newburgh"",""latitude"":41.50343,""longitude"":-74.01042,""state"":""NY""}","87143 James Branch, North Robin, WY 97354",9.8,Drug Overdose,False,English,Commercial,Stay throughout large model move morning commercial discuss left mouth threat vote check six debate career law quickly who foreign also father provide put nearly.,3,False,Arrived,948,Rescue 1,"[""Fentanyl""]",2025-05-10T15:08:34Z,"[""professor"",""computer"",""someone"",""lot"",""plan"",""world"",""very"",""manage""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.87,""model_version"":""amazon.titan-text-express-v1""}",126,911-20250428-0367.mp3,911-20250428-0367,Critical,Emergency,21,Male,+11097941224,D6534,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":9.3}","{""census_tract"":""73068"",""county"":""Waterbury"",""latitude"":41.55815,""longitude"":-73.0515,""state"":""OH""}","98726 Glenn Ports Suite 322, Christianfort, ME 19395",5.5,Robbery,False,English,Highway,Stock appear court him it reach Democrat little chance human reason college various charge along organization single door throw increase career number cultural when on.,1,True,Arrived,986,Rescue 10,"[""Fentanyl""]",2025-04-28T22:12:19Z,"[""control"",""add"",""strategy"",""really"",""pull"",""common"",""between""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.92,""model_version"":""amazon.titan-text-express-v1""}",115,911-20250504-0477.mp3,911-20250504-0477,Medium,Emergency,68,Female,0010149711038,D9571,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":6.9}","{""census_tract"":""56165"",""county"":""Harrisburg"",""latitude"":40.2737,""longitude"":-76.88442,""state"":""KY""}","56756 Luna Alley Suite 188, Acevedoville, NM 87295",4.9,Assault,True,English,Apartment Complex,Offer foreign third yeah everything service admit friend important tax office way machine financial career Republican top top somebody itself likely reflect onto.,3,True,Arrived,932,Rescue 18,[],2025-05-04T03:16:32Z,"[""fall"",""none"",""rich"",""Congress"",""exist"",""debate"",""whole"",""particular""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",48,911-20250422-0009.mp3,911-20250422-0009,Low,Emergency,59,Male,+1148951343320037,D1117,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":6.4}","{""census_tract"":""87110"",""county"":""Brentwood Estates"",""latitude"":36.02506,""longitude"":-86.77917,""state"":""VA""}","6936 Ross Drive, Port Michelleville, NE 29184",9.1,Domestic Disturbance,True,English,Highway,Write other wear through partner rest measure store natural today season listen else easy point she miss phone ever back experience even floor music catch.,0,True,Arrived,511,Rescue 8,"[""Alcohol""]",2025-04-22T21:47:28Z,"[""compare"",""when"",""military"",""anyone"",""eat"",""summer"",""lead"",""soon""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",31,911-20250424-0754.mp3,911-20250424-0754,Low,Emergency,84,Other,7406282850,D3736,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":6.1}","{""census_tract"":""15789"",""county"":""Westchester"",""latitude"":41.85059,""longitude"":-87.882,""state"":""GA""}","3205 Suzanne Lake Apt. 550, East Markview, CO 12542",9.0,Burglary,False,English,School,Second build most environment message grow begin face camera whose view about election understand within same health former oil trial defense soon child imagine person six him.,3,True,Arrived,1168,Rescue 9,"[""Unknown Pills""]",2025-04-24T03:38:24Z,"[""song"",""need"",""listen"",""set"",""simple"",""add"",""guess"",""decade""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",168,911-20250425-0549.mp3,911-20250425-0549,Medium,Emergency,25,Male,001573562327700453,D1241,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":8.9}","{""census_tract"":""76127"",""county"":""Grand Forks"",""latitude"":47.92526,""longitude"":-97.03285,""state"":""NC""}","973 Shelly Trail Suite 322, Lisamouth, AK 41418",6.3,Drug Overdose,True,English,Industrial,Risk red development often last trip leader although bit indeed wife Mr west growth on point ten hundred population do hospital skill them herself act white everything.,5,True,Arrived,101,Rescue 14,[],2025-04-25T02:34:16Z,"[""remember"",""small"",""among"",""risk"",""charge"",""garden"",""face"",""improve""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.9,""model_version"":""amazon.titan-text-express-v1""}",52,911-20250413-0151.mp3,911-20250413-0151,Medium,Emergency,47,Other,47090063353310,D1999,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":9.9}","{""census_tract"":""75390"",""county"":""Fort Washington"",""latitude"":38.70734,""longitude"":-77.02303,""state"":""TN""}","3131 Jennifer Cape, Huntmouth, OH 82655",4.8,Gunshots,False,English,School,Pressure activity defense detail price everything perhaps analysis those in should matter wrong Republican social two notice edge behind food piece home.,1,False,Arrived,1041,Rescue 18,"[""Unknown Pills""]",2025-04-13T16:22:10Z,"[""couple"",""debate"",""must"",""voice"",""building"",""degree"",""ground"",""community""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",145,911-20250416-0665.mp3,911-20250416-0665,High,Emergency,62,Female,+15547018977,D6227,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":6.0}","{""census_tract"":""98892"",""county"":""Indio"",""latitude"":33.7207,""longitude"":-116.21677,""state"":""NY""}","14670 Rodney Divide Suite 028, North Laurenport, CA 60981",5.5,Robbery,False,English,Residential,Best professional actually maintain peace soon second history environmental loss successful maintain eye condition me TV them than set senior majority tonight.,2,False,Arrived,597,Rescue 19,"[""Alcohol""]",2025-04-16T06:47:50Z,"[""low"",""represent"",""stock"",""manager"",""establish"",""sure"",""amount"",""easy""]",AWS Transcribe,Completed
